delta,Eigenvalue_0,Eigenvalue_1,Eigenvalue_2,Eigenvalue_3,GroundStateWaveFunction_real,bitmask
0,[26.30231849 26.67157757 26.30231849 27.12444254],(0.024112380133274828-0.0003137320987901181j),(0.09450450644572941-0.005071111660806346j),(0.023244051414264867-0.002227413940344104j),(0.14827599194049218-0.014208883192536107j),(0.0786097854816783-0.011517957957034345j),(0.016147497889975746-0.003544262015373155j),(0.1703584991423146-0.024961040393653617j),(0.10300640900853147-0.022609181018414554j),(0.04165163598062746-0.014878576720219958j),(0.004724235346283889-0.003911427945618748j),(0.15521692313506946-0.03406902100617184j),(0.09026497336181483-0.03224397552924415j),(0.03013634196750529-0.024951367048879906j),(-0.00646703574486771-0.014252492866698024j),(-0.007964882243299224-0.0032305299165833736j),(0.10851576668756313-0.03876342722204814j),(0.04541144885805163-0.03759838303867078j),(-0.014014979135798557-0.030887163461005146j),(-0.05080873356654122-0.020607854428545225j),(-0.052852870465101745-0.009807465059414181j),(-0.018519816067981257-0.0016840140052745585j),(0.045411448858052504-0.037598383038669664j),(-0.016848686144682334-0.03713227954258529j),(-0.07656198646760792-0.031053288699241673j),(-0.11453962929203568-0.021254160886901373j),(-0.11813964997298596-0.010742483856343854j),(-0.0850768212265467-0.0027345349096636593j),(-0.024112380133274866+0.00031373209879009763j),(-0.014014979135797457-0.030887163461003894j),(-0.0765619864676071-0.03105328869924098j),(-0.1376985471309345-0.02555156754656029j),(-0.17802069934834952-0.01618749073052097j),(-0.18437347827811293-0.005926123067352558j),(-0.15381514257507442+0.002001326589868518j),(-0.09450450644573047+0.00507111166080568j),(-0.02324405141426525+0.002227413940343942j),(-0.05080873356653995-0.020607854428544552j),(-0.11453962929203487-0.021254160886900998j),(-0.17802069934834872-0.016187490730520396j),(-0.221652193614514-0.007124333661085829j),(-0.2317789096026779+0.0030157323069288163j),(-0.20480460265385264+0.010989814642341104j),(-0.1482759919404929+0.014208883192535231j),(-0.07860978548167889+0.011517957957033757j),(-0.01614749788997549+0.0035442620153728704j),(-0.052852870465101814-0.009807465059413913j),(-0.1181396499729855-0.010742483856343129j),(-0.184373478278112-0.005926123067351127j),(-0.23177890960267725+0.0030157323069297196j),(-0.24621431381849798+0.013211859675487455j),(-0.2234321482064023+0.02141089230814972j),(-0.1703584991423152+0.024961040393652812j),(-0.1030064090085323+0.02260918101841359j),(-0.041651635980627745+0.014878576720218853j),(-0.004724235346284163+0.003911427945618392j),(-0.018519816067981067-0.0016840140052744223j),(-0.08507682122654595-0.002734534909662803j),(-0.15381514257507342+0.00200132658986982j),(-0.20480460265385234+0.01098981464234231j),(-0.22343214820640225+0.02141089230815016j),(-0.20480350746983247+0.0300079458815002j),(-0.15521692313507035+0.034069021006171256j),(-0.09026497336181614+0.03224397552924266j),(-0.03013634196750687+0.024951367048877883j),(0.0064670357448662254+0.014252492866696975j),(0.007964882243299167+0.0032305299165832323j),1023,1535,2559,1791,2815,3327,1919,2943,3455,3711,1983,3007,3519,3775,3903,2015,3039,3551,3807,3935,3999,2031,3055,3567,3823,3951,4015,4047,2039,3063,3575,3831,3959,4023,4055,4071,2043,3067,3579,3835,3963,4027,4059,4075,4083,2045,3069,3581,3837,3965,4029,4061,4077,4085,4089,2046,3070,3582,3838,3966,4030,4062,4078,4086,4090,4092
