delta,Eigenvalue_0,GroundStateWaveFunction
0,[-8.2569899  -8.22548439 -8.4442137  -8.4442137 ],"[ 2.18766791e-15-1.79004647e-14j  2.00748092e-03-4.16293941e-03j
  1.29965453e-14+2.81233680e-15j ... -5.81755387e-15+4.48877912e-14j
  2.00748092e-03-4.16293941e-03j -1.09855144e-14-9.97726285e-15j]"
